Z,symbol,basis_level,external_E_over_h_PHz,mean_envelope_pm,rms_envelope_pm,r90_pm,relaxed_removal_PHz,relaxed_static_chi,frozen_static_chi,basis_chi_difference_percent,spin_squared,orbital_L_squared,specified_2Ms,SCF_gradient,direct_integral_energy_difference_Estar
108,Hs,3,-280820.05350579746,29.84208103381542,46.49671752148119,70.17691889874638,1.4442210087184892,54.701898087239556,52.4704554417718,0.516224327344883,6.036566226906061,6.036739628934697,4,3.4538051973456965e-07,-0.0021986282226862386
109,Mt,3,-287923.42032228917,29.67378417916341,45.87438919199469,70.51895901065247,1.7849898671554099,45.627496090564904,46.62771188099941,0.6241350731893691,3.770467258927212,10.033895599745392,3,1.5697392796667724e-07,0.0009261155282729305
110,Ds,3,-295171.9450880778,29.491287001538595,45.247975944682636,70.77773970333699,2.316877047926272,38.86107670787444,41.62036281605709,0.8196750520911289,2.0101462582325382,12.040772704956566,2,7.166016724960236e-07,0.003188925125868991
111,Rg,3,-302567.359430829,29.309453000545105,44.663362567443585,70.93056967663142,2.4327210816315037,33.906926021918345,37.6740104831276,0.9389750703063138,0.754481847960399,6.02769655095301,1,1.3428125076678095e-06,0.009077154885744676
112,Cn,3,-310116.344296175,29.116201258151364,44.06908928181259,70.95955417213625,2.7928379104487244,29.7839993164887,34.0784835128665,1.1072076522311791,-3.552713678800501e-14,1.1368683772161603e-13,0,8.345068901374523e-07,0.01095337992592249
113,Nh,3,-317820.8990658425,29.701496025809504,46.939166952539004,71.13472450098212,1.105104680784967,101.2255094853495,60.418337202879286,-3.0447814565390807,0.7563147051327235,2.0138679338339216,1,8.568960966850665e-07,0.016061616537626833
114,Fl,3,-325686.8143996107,29.94242480643691,47.60103213069514,71.38682794760028,1.473125759257982,81.3471129343386,55.77331297886045,-2.169453719527392,2.011404998937678,2.0118141284350486,2,8.648504728618511e-07,0.011414469947339967
115,Mc,3,-333719.49269082176,30.066920477995776,47.750044584036665,71.734615447468,1.851260412897343,65.77022603394612,49.80270270322783,-2.1772406870244954,3.7647221375405735,-2.2737367544323206e-13,3,6.782102876692121e-07,0.002536553918616846
116,Lv,3,-341924.0632625892,30.219757674489795,48.114332166215846,72.18329170813297,1.5902355646997217,59.13905493930208,51.20827959039724,-0.5580002049069721,2.012499653877427,2.0375698248975596,2,1.470350703955149e-06,-0.005873892507224809
117,Ts,3,-350308.9297595367,30.280409109073855,48.08431194866587,72.75848144393636,1.9794005075275662,51.09705173588862,48.401798269467385,-0.3334203505916178,0.7580243319383868,2.0375806925802635,1,5.059806808155857e-07,-0.014250187799916603
118,Og,3,-358877.6451393962,30.288404719764014,47.881161837237215,73.46807919460495,2.379555188581842,44.21594425797782,44.865756420874504,-0.3723274767655438,-6.394884621840902e-14,-2.2737367544323206e-13,0,2.1909118098876912e-07,-0.016230910216108896
